9384 886
6343 811 172
1787 4 184
3963 849 882
2631 790 952
3465 923 21
1182 7 478
3668 118 99
6658 672 451
3250 117 932
9123 155 845
1906 851 8
5430 638 13
7614 602 214
848 585 357
2800 402 280
2821 937 640
6652 605 110
1751 263 783
6202 513 252
7486 636 760
4683 894 611
3691 325 601
56 291 555
9623 140 492
4980 292 895
1612 466 184
9604 118 789
4715 869 404
5850 423 917
1454 909 905
9214 944 152
1825 987 829
3779 396 472
6334 19 964
4827 351 257
9074 963 723
258 920 841
2047 987 62
3803 837 837
9720 291 98
7977 858 42
481 35 381
2662 814 777
2135 149 796
6099 976 499
7356 402 815
1431 660 735
8624 59 722
7038 862 911
2875 934 554
9973 263 412
9367 745 448
4749 407 262
2526 542 763
8675 994 91
4526 350 493
5341 134 153
7076 758 212
7150 797 74
5061 24 8
8616 998 624
7028 717 369
4828 818 128
9443 345 671
7206 372 17
9298 898 367
1143 240 853
297 668 612
7861 171 761
1288 232 785
6648 200 135
8272 581 853
2993 409 671
7122 204 368
9145 411 92
5162 61 343
8881 204 935
1735 853 603
2347 67 774
460 707 359
6245 355 559
2381 980 492
4586 973 254
7609 95 458
330 240 221
1422 402 282
1765 284 839
6700 19 44
9656 718 463
7782 178 170
2493 775 526
2405 508 506
897 94 479
9151 56 927
2962 386 167
3183 160 922
1818 278 558
3657 978 929
8053 986 999
6517 121 177
6687 966 304
1565 371 813
9423 621 259
3255 124 315
182 86 53
5701 270 214
4975 88 492
533 97 822
462 502 161
3461 19 634
9990 59 600
6295 624 324
7460 48 945
1719 303 421
9387 837 508
4440 538 130
1006 514 570
850 399 19
673 214 521
9186 675 893
7820 18 952
5420 665 928
744 125 328
1041 844 983
5463 583 172
3323 24 711
7805 382 577
727 233 328
5746 906 542
3619 92 570
864 264 588
4168 684 253
1449 781 378
5777 174 574
3113 637 158
7285 312 534
348 469 916
7277 196 149
8606 294 407
1148 914 851
4718 130 115
5658 299 152
3911 748 933
9641 877 459
8216 990 449
1726 276 761
8260 624 231
5176 902 427
9678 508 74
6085 8 340
9937 79 470
5404 737 121
1556 1 869
1841 642 747
7301 210 89
9750 936 365
8863 196 342
6094 725 244
4874 403 104
948 840 464
4288 129 543
5758 534 281
5880 90 634
6101 284 276
2200 585 487
7290 687 775
5007 550 324
9349 645 49
3945 871 804
7401 819 644
866 459 774
5409 569 660
3042 801 102
7676 903 386
5305 455 971
4144 97 658
5919 105 561
5243 806 206
3644 752 77
4448 153 248
6445 371 707
3219 781 628
9231 175 430
3333 204 685
3720 509 140
4043 653 238
4054 924 695
2615 168 501
2173 164 253
7602 613 759
9850 58 130
5909 629 263
7889 860 439
5319 193 995
7004 265 504
1497 661 509
9735 715 433
5782 682 953
6283 855 118
7889 809 83
1648 11 141
1130 920 122
1746 161 982
185 481 527
9532 837 145
6036 334 806
2897 421 873
3330 555 555
1636 839 762
5106 728 571
8189 728 582
3682 858 854
4804 604 15
7138 141 848
7665 673 686
9162 61 372
2968 958 146
2193 641 701
6748 277 892
7862 383 620
433 924 348
7015 606 559
6221 410 163
3237 548 657
6085 565 330
8123 728 744
848 48 702
346 594 695
6047 342 972
6940 557 707
912 990 631
3261 358 237
7820 579 999
6335 168 547
8992 606 465
1675 81 545
6771 929 945
4473 275 539
7169 675 882
6493 967 439
7553 231 781
2184 492 139
6774 664 71
9773 352 591
8321 696 197
2786 371 279
8683 142 560
2628 968 188
3168 489 215
3402 334 534
1193 887 765
6974 72 610
466 198 274
7889 971 978
2480 292 675
3030 430 398
7661 113 893
7221 742 213
4761 262 702
9976 664 388
8862 857 276
9628 831 700
8238 649 898
8864 538 869
7843 371 514
518 401 296
4916 62 762
4161 635 504
6374 749 118
5076 77 782
5817 940 639
7093 568 822
3793 806 824
9043 670 362
9912 865 85
3778 383 486
7075 652 900
4837 813 888
9693 188 637
4811 616 714
9945 433 6
3584 878 574
1758 23 732
8582 66 755
8297 331 620
3382 461 356
6869 536 8
9121 725 173
1009 418 713
9998 581 330
9713 526 115
8071 462 346
5646 221 369
9730 803 788
6485 100 119
106 483 580
3814 704 469
9822 825 194
1347 835 965
2061 185 546
9743 898 425
210 970 887
556 968 108
926 698 264
6714 536 716
4185 994 199
7117 808 255
8938 982 81
8133 329 268
3450 390 453
3348 485 704
7773 696 26
6661 252 346
8121 530 396
4385 244 932
6454 781 926
8653 251 734
3261 189 68
6694 674 398
6314 124 140
2119 473 626
3823 246 674
2201 259 926
6547 733 809
2944 470 53
4228 924 187
4155 930 438
9241 191 627
9310 885 302
2060 199 778
3200 318 251
5178 494 850
1852 695 461
131 595 194
940 891 665
7345 119 941
9884 626 871
9322 868 62
7302 530 299
5604 590 498
382 790 169
4986 321 15
7188 525 62
3649 656 657
8844 948 900
9861 646 372
6802 530 998
1026 205 218
3088 507 748
2388 463 338
5238 197 481
3759 183 154
1774 371 679
7837 373 688
4846 569 636
5747 782 634
1119 584 165
1469 610 370
9688 51 229
1436 791 692
5127 381 889
7608 141 425
6762 267 148
793 456 873
3481 303 442
8470 402 224
3104 873 161
3621 342 123
2991 30 174
7572 467 317
264 594 699
506 554 192
3283 668 811
5783 813 268
1657 295 571
6099 765 973
1676 221 846
8837 843 540
4960 186 571
3135 759 390
4804 23 984
2503 881 890
9047 516 910
9859 300 723
9127 957 370
8050 408 135
2375 84 357
9573 921 200
1113 234 386
6684 721 497
4074 525 521
8410 381 754
3652 428 271
6562 639 923
638 766 880
3008 816 640
8496 191 77
205 764 998
1757 878 232
6143 914 305
9993 989 831
4514 751 212
5620 404 992
243 318 632
4166 956 750
5398 317 567
39 813 110
6116 18 227
2466 775 457
4051 270 723
356 263 712
2539 129 816
6751 102 220
4744 345 538
2728 512 847
3478 910 164
1397 301 329
2508 417 347
9087 236 474
5896 639 744
9619 995 360
684 535 841
7500 638 943
3720 734 289
8610 462 801
2809 941 63
2973 338 365
302 198 134
5001 637 370
2475 533 9
1572 505 357
5932 189 244
2773 41 882
4069 761 617
7358 723 431
9511 533 724
9574 858 415
3939 513 965
5074 514 603
1796 342 488
8158 266 993
4515 550 534
9759 675 575
6993 744 688
962 102 764
4394 613 649
7118 188 507
533 479 372
3499 553 239
1454 702 581
294 860 199
9640 375 749
174 486 424
2102 479 169
9142 442 623
9906 188 237
3555 658 777
3063 192 256
7787 43 162
26 849 864
4959 143 724
4158 783 451
9907 958 289
1332 412 768
8853 554 562
3476 461 102
1065 16 761
4842 431 305
1451 571 348
9613 597 197
3829 557 340
9553 715 476
356 623 434
9645 307 198
765 512 752
4680 988 565
2134 406 582
3895 248 365
3200 699 936
9900 664 886
9097 493 443
3790 398 510
7266 754 133
6052 751 792
2250 869 656
1354 901 997
6920 35 403
8854 931 651
6571 483 703
7860 384 367
2746 481 861
6189 623 259
8699 241 366
185 293 469
8329 895 338
1986 250 239
983 170 275
6386 24 558
9389 595 41
5092 455 425
9460 553 259
2673 742 234
7932 794 476
4650 331 769
6120 12 665
9458 350 267
2050 333 437
9677 71 813
6235 813 760
7628 905 568
7406 717 121
4665 742 216
2251 27 10
4727 677 693
849 797 705
6514 608 408
2133 10 93
1922 687 165
4735 274 330
3495 902 587
6063 660 305
1537 325 399
9753 577 426
2115 656 104
8808 505 253
865 371 213
273 504 223
719 426 910
2236 513 536
566 9 439
7153 424 99
7810 961 777
5210 714 706
3636 829 714
7740 989 220
6346 207 591
2559 832 448
4783 551 874
9045 787 388
1582 353 749
6373 859 525
824 669 487
5953 879 553
7659 868 735
9726 960 76
3946 306 283
5889 866 468
1337 1 371
8564 46 159
2304 628 864
2405 1 75
4930 826 745
1417 779 976
4323 791 844
3058 869 157
5486 815 463
9770 56 681
1590 746 682
8961 310 81
472 966 709
337 371 63
4764 301 241
2509 71 372
7838 746 515
8034 804 384
7191 290 551
1655 412 608
6688 354 354
4371 316 16
2804 788 982
4513 477 353
4928 242 6
2169 103 429
4894 941 175
4409 976 331
6794 519 974
8697 174 738
3305 863 93
1011 586 409
4027 390 549
7361 255 379
7066 184 973
4425 705 428
854 599 722
7030 361 50
2361 507 569
2335 204 96
3074 510 311
2519 873 249
3280 253 639
5829 614 246
9560 681 782
2885 106 840
4666 312 439
6388 342 800
2438 56 659
6359 391 864
3455 817 726
3118 336 599
3367 616 852
3358 798 819
7605 710 852
3739 948 310
7579 614 622
4019 2 965
171 792 21
2831 503 764
7047 959 934
9773 77 622
8372 797 591
9577 155 741
4396 760 803
6248 852 751
9558 431 365
1532 802 719
6497 326 863
5870 509 367
1987 556 678
4273 329 755
8895 53 904
1838 982 60
2579 730 172
9735 330 24
3486 888 456
1204 421 258
2923 270 936
139 493 445
6506 480 1
8184 105 682
8291 0 88
196 191 70
7256 122 801
3428 857 131
8805 344 372
8261 900 145
4871 823 767
8808 314 260
5605 820 92
9607 4 197
9641 648 550
7729 844 741
6152 452 863
9305 232 73
3436 37 417
7160 650 317
5657 522 492
5425 682 807
8685 287 979
130 246 336
1327 888 984
229 969 180
5970 121 632
186 426 864
6259 215 902
4028 727 552
4697 385 426
7541 162 108
6348 847 748
6680 329 994
4016 657 234
3000 238 556
180 561 29
9164 747 808
7028 358 23
8930 738 102
5835 435 839
6261 976 1
1722 677 201
1470 357 530
7816 373 539
403 725 778
6959 257 339
6340 421 438
5148 801 796
9523 84 534
6626 919 321
8465 532 297
467 254 974
7668 76 683
6550 245 408
2090 648 485
868 959 742
1559 299 515
7997 448 669
9145 323 753
9031 949 24
2352 767 556
6649 586 163
976 606 239
5659 156 484
7420 246 484
2905 466 795
5000 25 447
2867 374 247
3536 519 570
8641 550 520
7665 902 639
3222 904 225
9737 880 831
5976 891 987
8813 311 586
8649 217 404
2445 217 430
9244 436 156
1491 973 676
5061 614 226
2933 280 481
9924 854 385
149 591 617
332 919 860
672 84 172
3258 734 741
8014 531 310
3796 775 746
4953 266 71
629 679 686
6207 965 318
7688 889 524
4425 39 467
1042 723 386
2255 395 471
6427 5 205
5520 20 88
1830 816 863
928 769 481
0 398 512
4038 958 477
4356 646 367
3232 424 758
7699 818 481
85 73 229
1908 500 234
5465 372 254
9553 202 423
3416 483 192
1249 483 943
1762 521 901
4239 229 899
4958 461 323
4068 160 142
1902 597 215
9131 506 68
5365 971 440
4972 525 995
5395 293 478
1587 895 313
6882 657 834
4783 248 63
5683 559 876
4006 627 36
3500 529 633
3716 660 491
3784 26 463
5576 350 340
4571 745 633
8049 684 528
2362 567 537
1548 702 786
9963 737 345
839 96 324
8227 596 854
2213 312 514
4704 448 892
7519 25 242
3859 596 339
3493 998 24
373 712 943
9911 261 645
9049 576 383
2746 768 479
5070 995 427
7924 560 740
6791 265 540
7035 784 565
7278 644 162
1969 489 512
9993 214 224
7288 125 837
5934 526 414
669 272 182
5500 343 529
3927 267 90
6019 410 707
5560 446 843
8125 76 839
4639 45 328
3151 391 895
8728 679 20
6565 613 547
9331 634 171
1513 134 514
395 414 134
5485 433 544
544 993 342
387 119 418
5227 110 464
4907 262 207
9802 342 886
6175 907 852
3074 239 486
3245 104 973
8112 851 387
9246 336 820
6142 232 166
5837 620 637
9255 199 747
1071 106 361
1278 261 703
3517 436 963
7369 862 202
6207 107 658
5532 571 510
2919 169 198
7092 312 431
7258 501 403
4247 756 602
9994 180 60
6708 810 673
411 327 461
374 48 323
5928 608 783
4939 140 354
1449 412 524
9999 504 188
4782 114 689
6185 361 797
2139 707 977
7552 415 788
2225 179 467
8687 905 516
6362 186 124
2145 125 616
6852 926 28
3376 925 532
6916 708 998
605 245 711
6402 385 419
1732 289 186
1520 514 717
8339 553 623
3207 268 809
2331 765 286
3948 617 212
7328 345 137
6861 261 197
5211 218 443
3923 621 180
5694 705 469
7232 577 335
8950 916 241
3925 124 509
8086 807 274
6372 107 244
6584 436 589
5073 649 203
271 860 421
1066 135 394
9598 181 99
3419 414 676
1106 716 593
1347 993 69
3208 79 876
8835 451 984
1431 387 772
8020 460 421
8223 83 633
8997 501 769
391 99 950
491 518 716
7167 625 784
5112 324 777
1181 885 856
4058 720 659
394 151 46
1166 523 859
5939 99 294
3572 96 796
693 839 247
2996 330 766
7712 850 743
6497 314 419
9626 496 304
2483 906 376
494 652 879
3893 170 755
4104 109 206
1398 681 302
3194 727 493
5442 723 824
1560 435 26
2655 284 340
6426 911 188
6083 746 446
6811 240 98
3691 485 268
3798 589 377
9004 988 411
4658 534 138
1151 328 861
5327 888 648
4353 895 285
6046 674 196
1586 757 942
5033 568 534
3131 611 20
9752 409 609
8129 765 949
892 423 484
2382 927 812
5595 254 53
8244 960 300
5881 358 974
9077 944 731
9371 977 300
7257 461 263
277 213 673
5239 694 790
7188 939 214
2024 321 141
8837 917 747
8242 513 707
6542 394 417
6517 823 362
600 546 691
9252 803 152
2516 433 365
541 672 412
2331 212 351
8897 237 24
1390 74 293
5138 668 806
7197 210 552
3615 79 727
2329 680 273
2020 284 77
2173 800 510
8890 693 534
6654 25 746
5 922 983
4030 313 409
675 803 77
5482 0 640
3386 967 719
7114 296 751
8739 317 36
2816 842 188
8678 84 882
5212 739 907
5959 96 181
9294 478 846
7704 154 1
2133 988 2
2773 374 321
8845 840 618
4596 580 287
5632 748 129
7173 779 565
7055 991 304
314 302 753
5847 949 231
5046 5 385
3047 138 725
7049 264 452
9723 109 292
4341 705 224
1980 690 325
8461 863 104
9026 270 447
6683 584 102
1436 783 51
19 829 56
6757 877 546
3482 278 810
9934 1 919
3227 694 625
4803 674 667
1128 135 882
3584 514 152
7384 197 88
8486 985 223
8889 4 53
9945 761 282
2843 244 560
7654 178 914
5925 757 960
5902 913 635
9569 393 122
451 978 636
1955 714 185
4395 200 170
3619 89 175
4672 386 288
6954 229 532
3866 235 63
5132 161 172
5093 63 437
2080 633 831
4554 436 161
1543 744 875
9728 139 75
3251 758 516
5778 782 902
4066 736 483
7951 955 719
7366 439 880
1890 884 943
6328 316 576
4511 871 365
24 766 109
3899 494 248
7326 97 7
2842 227 789
3096 646 878
4579 949 185
1298 667 976
9178 557 861
4122 237 177
2050 748 400
9767 772 166
2876 23 13
8477 349 110
3836 543 690
9977 991 336
207 923 285
8392 221 952
8721 752 861
3582 226 99
4111 628 199
8512 396 324
1030 272 347
5043 101 49
6506 937 944
1196 915 936
9532 122 859
2169 867 432
6473 588 184
4334 522 762
8433 633 391
5985 497 787
4309 528 411
3656 571 865
7705 77 802
5650 625 717
6938 157 840
6149 678 59
933 151 647
4118 486 169
5232 271 802
3623 256 652
1762 565 180
2526 222 751
4391 279 181
1193 281 806
9263 571 316
2455 720 346
5514 654 498
7161 124 336
3682 708 607
2836 684 216
9488 446 781
1020 324 355
6124 67 987
1305 613 268
463 876 192
3131 683 264
1478 197 918
8328 710 394
1664 744 103
6271 580 787
4487 421 585
621 441 262
8328 565 329
5315 222 294
9936 686 170
9128 169 205
5392 647 402
9663 327 464
2409 991 560
8864 615 141
2651 454 562
4589 75 355
7203 404 921
8532 71 143
8827 7 181
7349 135 351
6555 880 350
8309 895 678
6126 304 21
3686 169 636
179 172 443
5093 761 518
9449 316 274
9370 849 698
8865 28 705
2047 729 193
8398 636 73
2100 298 968
8778 776 624
9152 814 793
6788 994 966
5231 87 79
5102 888 396
4728 610 597
9426 476 977
5484 875 58
5677 625 47
8102 725 345
2422 856 473
1046 8 287
9192 148 633
3158 732 721
6589 834 961
337 914 572
9286 341 400
2263 825 275
5674 854 900
9721 956 977
5418 730 833
8891 776 193
178 968 342
2164 478 74
885 420 260
1198 757 174
6122 44 867
4522 659 44
4797 333 898
8049 406 206
27 824 936
2212 715 65
3758 246 385
5100 410 216
526 647 636
8786 197 393
7312 320 789
9180 842 449
2576 992 134
6827 393 541
6385 772 717
7322 985 785
9739 95 31
124 195 793
4340 721 792
5328 859 989
722 171 661
8863 703 504
5664 280 848
6799 459 241
4692 844 14
8409 518 351
3194 609 446
5577 734 993
7722 426 66
514 107 925
7856 181 448
9517 44 152
6373 709 784
9573 860 595
815 552 439
9181 961 958
6884 508 567
7682 85 653
3027 808 432
7093 674 539
1370 882 720
6818 752 116
5322 477 825
3106 51 685
9701 218 589
1493 751 551
5803 635 411
8722 669 496
6728 48 656
512 141 683
9051 511 565
2123 681 317
8591 4 795
1417 462 846
6454 516 416
2044 9 167
2947 164 154
2358 886 823
2206 614 871
215 126 364
6898 529 227
6463 4 908
1133 596 264
7280 365 79
8126 171 595
9894 215 956
9061 514 472
5215 224 358
2390 783 325
7261 998 803
5977 248 685
7204 711 41
464 196 989
1081 476 354
2160 954 878
6107 848 445
4415 909 960
2887 124 536
6597 514 319
5922 127 669
4078 104 917
115 660 981
6156 477 529
7146 558 6
852 70 960
3730 177 809
4176 592 70
1488 831 547
8024 428 61
8696 703 541
7365 781 997
3635 248 658
3968 404 135
9497 902 45
7503 755 115
8816 837 292
6977 13 236
7399 853 67
8946 878 847
360 926 550
8901 643 683
6898 278 931
7908 598 336
2395 96 590
7792 951 345
9907 119 535
7551 96 900
5139 496 754
5558 442 984
5406 154 910
6956 55 553
6992 306 184
2923 566 782
3611 314 230
6202 106 182
7899 14 653
2434 917 750
335 57 598
9441 615 392
1425 21 547
7687 330 602
9240 322 260
8776 245 827
3911 209 493
4141 411 599
9675 310 613
5681 97 883
6431 432 940
8381 873 907
7773 650 281
1320 337 611
4275 929 285
9887 58 882
6066 969 91
1559 462 502
4159 490 165
124 171 262
7007 954 46
6299 335 919
7207 108 921
1488 781 258
6099 408 539
736 295 597
5618 362 566
710 273 381
8564 432 223
729 909 394
2343 916 700
7389 216 35
1660 775 495
6581 263 628
6191 714 36
9731 450 684
2328 68 398
4247 130 671
5980 695 456
7203 776 365
9949 120 633
649 509 849
7684 522 976
1531 103 239
7160 647 305
1548 378 755
8232 58 176
5982 657 658
3654 637 353
4462 840 482
5827 789 954
7460 438 815
5662 474 337
7638 358 793
1230 870 440
2535 418 170
8643 3 228
5171 985 886
2829 991 523
6535 453 716
7017 632 505
2971 93 296
1786 107 122
1476 745 480
2269 975 350
6709 863 121
879 506 124
3459 677 461
2345 858 805
6221 393 610
5937 762 243
7794 733 688
2442 872 795
7565 348 540
1045 969 868
2748 678 83
7869 909 941
993 720 970
806 418 828
4611 639 222
3222 928 984
2465 74 70
6153 517 294
6300 82 994
4192 479 963
7412 227 993
8495 96 254
2436 441 974
4406 248 392
3587 859 383
3809 433 311
1145 250 386
8567 755 255
7861 55 337
6855 248 816
4170 660 44
163 156 492
8417 944 934
8744 703 182
7136 290 393
8872 451 179
7183 596 429
8921 516 537
176 729 592
4865 937 840
4034 107 853
430 623 361
1922 392 305
5856 136 8
9390 625 650
7136 497 101
8667 32 50
6448 306 566
2985 834 295
4578 700 232
1770 734 692
5623 164 315
984 438 707
6642 647 196
7002 389 821
5653 877 318
2754 544 350
2156 993 656
9722 330 491
2370 260 543
6954 31 629
3998 6 145
7313 343 583
4373 985 230
7569 987 620
390 992 849
8060 747 394
1410 255 739
8419 330 69
9262 700 330
5157 6 713
3786 5 719
1931 670 62
7866 43 399
1097 612 387
69 354 379
1918 414 478
1664 825 86
9403 596 416
825 210 468
507 367 474
220 505 831
8291 436 502
5706 654 897
9105 103 510
1844 172 864
9576 443 279
1406 107 456
9492 863 404
9908 40 614
7728 547 333
3555 119 838
1386 410 626
1240 468 280
1138 574 384
5000 770 908
3216 698 703
3847 105 811
8303 949 26
4059 210 66
4025 938 965
3358 493 84
8548 232 846
5174 824 315
3807 962 241
5543 314 363
6803 531 62
9507 378 519
1670 34 820
2696 93 30
6114 471 321
6079 829 166
5515 378 750
6361 904 575
676 63 889
269 606 204
633 410 87
4047 917 817
5566 939 851
3738 635 297
5769 101 768
8442 180 949
8960 695 679
8711 408 584
1638 437 999
2527 706 958
9083 691 368
8170 90 637
9988 656 576
9191 747 563
3488 868 664
9608 310 196
4558 622 243
9589 333 3
7173 971 440
6525 851 499
483 934 542
2203 105 633
1192 445 641
9120 636 388
8683 477 256
8699 85 918
5247 995 541
7490 585 874
4493 110 198
3286 635 401
7785 118 335
1327 321 792
4312 513 589
5954 633 226
6342 668 703
7599 719 140
4517 966 488
2410 456 73
7285 302 535
9835 588 171
2588 725 641
8275 404 315
5068 717 180
2009 671 166
9235 365 186
9290 964 906
5431 834 872
1271 244 681
7344 881 983
6231 68 923
5402 8 0
4396 284 404
9063 704 121
4243 713 144
5409 301 510
7596 591 826
9502 374 12
2726 645 609
8407 341 842
3742 573 263
2017 327 271
1017 723 555
8422 786 259
4895 382 973
6392 791 274
2902 739 217
1080 593 592
5445 672 589
2054 431 931
7248 174 504
4511 543 831
2783 561 907
338 335 45
4950 230 427
2275 974 571
7901 228 662
1118 309 608
62 106 280
9652 160 711
3583 408 237
4439 272 781
7622 55 342
7529 745 29
5927 47 259
706 322 586
3629 223 814
2292 694 123
5252 756 229
2532 408 741
1595 343 502
9833 782 774
5614 405 181
6308 286 278
337 213 326
8948 920 0
8534 549 576
8349 193 270
5824 445 26
6406 329 435
8499 925 778
3001 758 913
7127 724 318
3660 384 604
9291 73 818
8969 373 90
4969 260 991
1545 609 537
9815 785 982
6194 191 312
3981 43 589
3111 44 699
8024 524 775
6342 184 159
1947 827 584
7117 796 957
2559 766 217
5550 663 178
1087 831 316
4422 25 859
8086 6 902
3675 117 947
7374 142 823
1149 836 359
7660 135 187
7244 252 983
1553 163 101
2771 66 765
8301 505 596
7617 927 973
3477 365 979
4379 40 448
9678 766 942
6501 267 779
4861 927 914
4048 523 519
9383 429 682
9485 200 748
2250 853 254
198 471 533
3171 300 899
5150 679 291
1950 358 58
8893 211 325
8672 72 605
9586 472 480
5105 856 909
7788 341 461
5888 943 667
4142 141 138
6028 312 438
6927 814 469
3218 764 179
2276 657 391
7954 681 815
7911 268 288
5743 725 496
3005 865 189
8818 754 132
1485 248 625
8623 276 289
6413 555 455
2883 774 219
4062 402 229
6453 708 910
7621 971 530
8909 715 256
8757 72 473
3946 890 227
9430 376 828
5407 999 456
8696 765 12
7151 0 138
2722 62 892
4303 868 601
4214 489 924
1096 750 991
3704 859 63
6178 157 954
757 587 682
1585 346 33
7394 394 798
2406 897 798
8896 619 213
2788 923 433
4741 489 274
2666 585 24
5009 290 235
2073 820 392
5379 577 331
61 515 677
1094 909 71
1245 667 968
7043 563 939
1608 703 214
5041 797 55
1315 815 641
5691 824 283
6926 249 455
5318 628 32
6649 41 547
2678 488 808
2101 733 475
8421 128 390
4361 737 446
6927 778 243
3983 446 58
2976 137 234
7611 64 484
4066 734 464
3098 384 858
8998 414 346
2806 516 431
9634 937 559
2024 650 296
1822 930 427
1065 913 873
1475 889 10
8062 500 426
2898 566 161
1362 16 897
2572 14 311
1270 821 179
8701 455 469
8261 831 119
7909 654 49
2688 71 314
7561 547 203
924 609 55
3350 507 973
2863 221 990
6112 146 4
5776 416 177
3955 118 632
5424 731 816
896 992 470
7297 681 541
8612 594 440
4167 518 401
1575 221 260
8548 436 482
4538 549 980
8543 325 396
9720 632 866
7705 409 949
4521 657 942
8343 954 975
236 918 569
8029 438 440
3430 13 13
5691 561 449
2525 100 350
6505 995 27
5253 67 12
1120 124 421
5069 997 78
1363 340 384
6338 929 655
260 958 93
7700 740 458
1065 431 19
6866 308 471
7569 165 818
2596 419 238
4960 539 362
3733 960 360
9811 324 52
9548 662 981
5203 274 939
3648 326 680
106 391 463
9477 258 124
6301 179 289
5471 127 708
6709 88 247
4072 821 208
8432 985 884
4484 533 546
8818 88 173
3109 88 499
7141 546 891
6605 375 501
3081 28 680
370 500 807
79 561 247
9678 633 69
4238 417 54
5122 254 939
5021 424 379
4194 533 819
3045 675 365
9936 632 92
789 713 121
6821 83 973
6981 514 534
6228 545 168
8297 135 937
5703 258 543
7994 631 967
6725 177 501
5544 222 176
7261 511 160
7706 652 873
6827 474 308
2800 455 175
2334 683 720
5854 333 855
8144 388 465
3687 735 448
4007 460 977
9508 357 552
36 970 63
2196 676 715
5421 855 541
81 655 996
6256 342 32
9976 548 717
8184 692 457
6001 380 192
8450 739 5
8779 247 714
7331 635 36
6746 183 713
1462 604 920
7355 37 928
2352 294 270
1736 622 818
3805 158 511
4262 160 243
7455 962 982
2812 741 581
9526 73 216
3914 819 399
979 633 355
3900 989 392
1828 693 38
7098 781 661
8268 586 819
7131 848 979
3726 655 293
5708 819 35
1641 697 460
5209 612 631
4960 591 617
6315 843 606
2060 671 651
2098 121 784
9111 390 370
4931 873 570
8262 600 578
3908 660 397
7943 302 95
6755 511 707
4386 472 650
5003 139 494
5961 551 165
5964 2 639
6748 113 381
8470 396 254
5393 11 854
4971 919 515
2720 214 169
1815 321 32
8874 59 856
8525 63 348
7371 376 899
4536 693 253
2527 793 719
6908 616 467
7515 9 478
5369 332 749
5236 52 315
8757 868 988
4790 94 48
4646 619 463
994 990 191
2246 879 884
6851 758 30
7570 667 646
2038 182 7
4868 903 339
9970 140 743
1637 249 611
6626 39 58
5674 38 677
137 32 20
2328 630 251
4565 482 9
3595 52 28
593 442 562
4600 311 466
3291 633 958
3034 270 207
1998 896 247
9056 570 285
9085 59 669
3105 740 652
4708 657 134
3718 252 538
6098 845 333
6661 797 644
7127 88 277
5437 122 547
7644 120 796
1243 176 718
880 262 130
3902 719 870
2554 428 527
40 498 131
3930 948 328
6263 609 477
8259 88 565
9888 525 39
2788 522 512
3584 117 688
4302 350 302
1432 252 374
3654 158 154
5533 550 4
7016 832 952
2344 96 562
8821 355 650
9738 596 528
1778 384 50
9642 968 519
9682 622 869
985 407 473
5711 413 983
5865 947 533
4221 963 366
4173 660 814
8735 833 521
7738 924 117
266 54 501
6668 696 821
4539 378 796
8409 715 203
1234 426 616
9218 643 915
5103 864 231
2821 38 891
8635 125 76
3509 215 0
4626 481 54
7480 501 102
5653 393 481
3449 802 196
5004 388 975
3973 606 970
5888 62 835
4119 883 225
7362 871 350
4439 380 918
7791 358 399
9198 190 253
8300 844 646
4781 645 800
2330 650 540
305 623 499
7275 511 561
7462 983 796
8687 697 667
2390 488 399
6308 280 110
7059 478 300
7664 130 496
2662 912 142
6814 594 792
1355 899 767
1854 526 278
3415 989 613
1563 28 311
2231 770 799
7982 430 431
7092 842 909
9745 506 392
5241 521 656
9735 335 250
5527 42 501
9294 896 27
6925 663 368
8890 227 749
6201 810 871
6001 144 302
2432 237 144
4694 334 2
7438 927 523
9094 663 211
8344 190 253
1845 837 502
3224 114 165
3593 4 392
694 206 554
565 559 699
5867 343 288
6363 389 622
3366 827 549
2241 921 212
9804 265 755
1058 462 944
560 687 58
8077 280 62
8822 326 620
1376 891 531
75 111 875
4715 474 616
2337 192 444
7239 786 717
2803 590 335
4558 0 797
854 912 484
5912 990 116
1327 812 442
6947 540 686
1479 968 797
3706 683 623
8322 373 168
9118 612 954
8836 767 896
8523 678 897
7320 532 161
4805 445 151
7273 124 315
2716 71 856
754 902 176
4551 960 859
9526 283 584
2694 753 548
9000 941 316
1897 464 994
5146 785 526
9307 942 323
8811 215 447
6126 283 871
5334 37 125
6510 940 86
722 467 721
306 161 474
8855 162 768
9171 411 232
2165 557 369
5043 864 311
7367 27 879
3166 154 162
9389 840 200
7515 351 492
7601 73 959
4322 731 121
3148 586 635
9268 757 46
4853 274 955
7222 318 171
3886 37 199
2117 555 705
8279 945 545
5831 460 248
9324 413 321
4635 87 53
8108 587 991
8743 856 749
1141 709 375
448 283 45
9620 169 434
3819 638 990
5524 918 287
6421 101 99
6670 777 512
3343 413 599
396 521 538
5740 617 394
5841 110 455
9216 559 739
7262 179 260
48 350 899
4390 226 169
9677 647 622
9776 317 752
8640 661 165
591 409 38
5130 149 7
7876 990 470
7332 559 29
7071 173 560
3683 221 262
6582 612 488
3103 289 487
2726 418 805
3830 58 818
1995 2 227
4385 132 729
9745 8 71
9215 340 630
9596 763 803
508 447 377
5770 381 989
3610 837 630
4097 915 400
254 745 811
9072 92 813
7300 829 945
3381 574 305
452 141 998
4083 737 761
4238 245 560
4615 367 294
5956 977 131
